pdbid	total_aa	distinct_bp	tot_aa_var_1kgenomes	dist_bp_var_1kgenomes	perc_var_1kgenomes
2LWI	166	166	20	25	0.1205
4DLZ	166	166	20	25	0.1205
3LBH	166	166	20	25	0.1205
4DLS	166	166	20	25	0.1205
3BC5	249	249	30	33	0.1205
3KKN	166	166	20	25	0.1205
3RS5	166	166	20	25	0.1205
4EFN	166	166	20	25	0.1205
3OIW	166	166	20	25	0.1205
121P	166	166	20	25	0.1205
2RGC	166	166	20	25	0.1205
1GNP	166	166	20	25	0.1205
4DLW	166	166	20	25	0.1205
1IAT	556	556	67	68	0.1205
3K8Y	166	166	20	25	0.1205
2CL6	166	166	20	25	0.1205
3RSO	166	166	20	25	0.1205
2C5L	332	166	40	25	0.1205
3RS2	166	166	20	25	0.1205
5P21	166	166	20	25	0.1205
1P2V	166	166	20	25	0.1205
1LF0	166	166	20	25	0.1205
3LBI	166	166	20	25	0.1205
4EPR	166	166	20	26	0.1205
421P	166	166	20	25	0.1205
4DLT	166	166	20	25	0.1205
2QUZ	166	166	20	25	0.1205
621P	166	166	20	25	0.1205
3RRY	166	166	20	25	0.1205
1JAH	166	166	20	25	0.1205
2RGD	166	166	20	25	0.1205
1P2S	166	166	20	25	0.1205
1GNQ	166	166	20	25	0.1205
4DLX	166	166	20	25	0.1205
1CRP	166	166	20	25	0.1205
2FLB	448	448	54	56	0.1205
3L8Y	166	166	20	25	0.1205
1AGP	166	166	20	25	0.1205
1O5D	448	448	54	56	0.1205
2EVW	166	166	20	25	0.1205
721P	166	166	20	25	0.1205
2BCS	324	324	39	40	0.1204
3MDA	324	324	39	40	0.1204
2BCQ	324	324	39	40	0.1204
2AB1	216	119	26	16	0.1204
2HZ4	764	258	92	33	0.1204
2L7B	299	299	36	40	0.1204
3HXT	191	191	23	24	0.1204
1P2T	158	158	19	24	0.1203
1IRI	2228	557	268	68	0.1203
1U4P	133	67	16	9	0.1203
1P2U	158	158	19	24	0.1203
1JIQ	2228	557	268	68	0.1203
4HJ0	183	92	22	12	0.1202
1PJP	208	208	25	27	0.1202
1T31	208	208	25	27	0.1202
2HVX	208	208	25	27	0.1202
2ADC	208	208	25	25	0.1202
1FDV	1098	286	132	35	0.1202
2Q61	491	257	59	33	0.1202
3NSK	183	92	22	11	0.1202
2IAG	916	462	110	62	0.1201
3OSW	483	252	58	33	0.1201
3S9D	533	296	64	37	0.1201
2VV0	483	251	58	32	0.1201
1X0V	666	333	80	42	0.1201
2Q6S	483	254	58	34	0.1201
1IVY	900	452	108	58	0.1200
2VRG	75	75	9	9	0.1200
2RGE	150	150	18	21	0.1200
3F8G	250	125	30	15	0.1200
2LYH	75	75	9	12	0.1200
1EH7	150	150	18	20	0.1200
2R1Q	75	75	9	9	0.1200
2BCR	325	325	39	40	0.1200
3SZ1	492	258	59	33	0.1199
3KLP	267	267	32	33	0.1199
3B6H	918	460	110	62	0.1198
3R5N	242	242	29	32	0.1198
4I8A	1536	386	184	49	0.1198
1HH8	192	192	23	23	0.1198
2WA0	192	192	23	24	0.1198
1H0C	384	384	46	49	0.1198
2K0F	142	142	17	18	0.1197
1EQU	568	284	68	35	0.1197
2V02	142	142	17	18	0.1197
3DHE	284	284	34	35	0.1197
3HB4	284	284	34	35	0.1197
1BHS	284	284	34	35	0.1197
2VPE	117	59	14	7	0.1197
3HB5	284	284	34	35	0.1197
2P39	142	142	17	17	0.1197
1IOL	284	284	34	35	0.1197
1DHT	284	284	34	35	0.1197
3CS8	259	259	31	34	0.1197
3IQS	184	184	22	22	0.1196
3E1U	184	184	22	22	0.1196
2BCU	326	326	39	40	0.1196
3C5F	652	326	78	40	0.1196
4A4W	510	265	61	34	0.1196
3MGH	627	320	75	39	0.1196
3V9Y	251	251	30	33	0.1195
2GWS	1305	327	156	40	0.1195
3VN2	251	251	30	33	0.1195
1XSL	1305	327	156	40	0.1195
2J5Z	636	216	76	29	0.1195
4F9M	251	251	30	33	0.1195
2Q4G	1172	586	140	72	0.1195
1Z7X	1172	586	140	72	0.1195
1J04	385	385	46	49	0.1195
2ZK0	519	270	62	35	0.1195
4E4K	536	268	64	35	0.1194
4E4Q	536	268	64	35	0.1194
1RZT	1306	327	156	40	0.1194
1SDF	67	67	8	8	0.1194
2SDF	67	67	8	8	0.1194
2Y96	335	175	40	22	0.1194
1QYV	268	268	32	33	0.1194
2PPL	444	444	53	57	0.1194
1Z7C	134	134	16	17	0.1194
1QYW	268	268	32	33	0.1194
1EQT	134	67	16	9	0.1194
3EDR	469	238	56	29	0.1194
2JRF	176	176	21	22	0.1193
1I5R	285	285	34	35	0.1193
3IA6	486	250	58	33	0.1193
1T91	704	176	84	21	0.1193
1A27	285	285	34	35	0.1193
1FDT	285	285	34	35	0.1193
2NMS	109	109	13	14	0.1193
2XKW	495	260	59	33	0.1192
1QO5	6311	360	752	47	0.1192
4FGY	260	260	31	34	0.1192
4L02	1007	356	120	45	0.1192
4FEA	277	184	33	23	0.1191
3EOX	361	361	43	45	0.1191
3KUL	529	271	63	35	0.1191
2YFE	512	267	61	34	0.1191
2J60	638	216	76	29	0.1191
3D8F	437	121	52	14	0.1190
1QYX	269	269	32	33	0.1190
2ANY	210	210	25	26	0.1190
2PQF	1059	188	126	24	0.1190
3T03	496	262	59	34	0.1190
3S5O	294	294	35	37	0.1190
1X5D	126	126	15	15	0.1190
2ANW	210	210	25	26	0.1190
3PRG	252	252	30	33	0.1190
4HBD	244	244	29	32	0.1189
3NSO	185	93	22	11	0.1189
1H6H	143	143	17	19	0.1189
2OAT	1212	404	144	51	0.1188
3K3E	640	320	76	39	0.1188
2BYJ	1212	404	144	51	0.1188
2QLF	463	232	55	28	0.1188
2BP1	1280	323	152	43	0.1188
2CLD	160	160	19	24	0.1188
3B0Q	480	254	57	33	0.1188
1OAT	1212	404	144	51	0.1188
2BYL	1212	404	144	51	0.1188
3VJI	480	254	57	33	0.1188
3B0R	480	254	57	33	0.1188
3R5K	421	290	50	34	0.1188
3NSL	556	93	66	11	0.1187
3R8A	455	246	54	33	0.1187
1L6L	2334	76	277	10	0.1187
2VPG	118	59	14	7	0.1186
3ET0	489	245	58	32	0.1186
1MHN	59	59	7	7	0.1186
1BDA	472	236	56	30	0.1186
1E9T	59	59	7	7	0.1186
3S5N	295	295	35	37	0.1186
1KI0	253	253	30	32	0.1186
2ZK6	531	274	63	35	0.1186
3OXQ	506	145	60	18	0.1186
1PE3	118	59	14	7	0.1186
2RG3	194	194	23	24	0.1186
3KLM	270	270	32	33	0.1185
3I1H	135	135	16	17	0.1185
2I4J	540	270	64	35	0.1185
2J64	633	211	75	27	0.1185
3DEY	270	270	32	33	0.1185
1FQ3	422	214	50	27	0.1185
3CDP	540	270	64	35	0.1185
2PFI	270	138	32	17	0.1185
2I4Z	540	270	64	35	0.1185
3HOD	540	270	64	35	0.1185
4PRG	1080	270	128	35	0.1185
3CDS	540	270	64	35	0.1185
3R8I	540	270	64	35	0.1185
2R28	287	144	34	18	0.1185
2QMV	270	270	32	35	0.1185
2I4P	540	270	64	35	0.1185
1FYW	135	135	16	18	0.1185
3D6D	540	270	64	35	0.1185
3B3K	540	270	64	35	0.1185
1PRG	540	270	64	35	0.1185
3HO0	540	270	64	35	0.1185
1W2K	515	515	61	63	0.1184
2GTK	245	245	29	32	0.1184
3FEJ	245	245	29	32	0.1184
2FVJ	245	245	29	32	0.1184
2Y1Y	76	76	9	10	0.1184
3K3H	642	321	76	39	0.1184
3G9E	245	245	29	32	0.1184
1WAR	304	304	36	42	0.1184
3V9V	245	245	29	32	0.1184
2RGG	152	152	18	21	0.1184
4HWN	76	76	9	9	0.1184
1W0Y	515	515	61	63	0.1184
2BQ8	304	304	36	42	0.1184
1KSO	186	93	22	11	0.1183
4I77	93	93	11	11	0.1183
4EPX	169	169	20	26	0.1183
4EPY	169	169	20	26	0.1183
4EPV	169	169	20	26	0.1183
4Q21	169	169	20	25	0.1183
2Q59	482	255	57	34	0.1183
2Y1Z	169	85	20	11	0.1183
1KMC	372	187	44	22	0.1183
4EPW	169	169	20	26	0.1183
3V4K	372	186	44	22	0.1183
3VSP	507	264	60	33	0.1183
2ZK4	533	274	63	35	0.1182
2HQQ	296	296	35	36	0.1182
2ZK1	533	274	63	35	0.1182
2ZK5	533	274	63	35	0.1182
3UQ0	296	296	35	36	0.1182
2ZVT	533	274	63	35	0.1182
2ZK2	533	274	63	35	0.1182
2ZK3	533	274	63	35	0.1182
2HW1	296	296	35	36	0.1182
3KQV	525	268	62	33	0.1181
3KQM	525	268	62	33	0.1181
2G0H	542	271	64	35	0.1181
3ADT	491	266	58	34	0.1181
1RY7	364	364	43	43	0.1181
3KPU	525	268	62	33	0.1181
3KR1	525	268	62	33	0.1181
3HCD	525	268	62	33	0.1181
2F3Z	144	144	17	18	0.1181
1JTV	271	271	32	33	0.1181
3NOA	542	271	64	35	0.1181
3KQW	525	268	62	33	0.1181
2IQ1	254	254	30	31	0.1181
2OPB	525	268	62	33	0.1181
3KKM	144	144	17	20	0.1181
3KQO	525	268	62	33	0.1181
3KPV	525	268	62	33	0.1181
3KR2	525	268	62	33	0.1181
3HCE	525	268	62	33	0.1181
3KL6	271	271	32	34	0.1181
3KQS	525	268	62	33	0.1181
2F4B	542	271	64	35	0.1181
2ONY	525	268	62	33	0.1181
3KPJ	525	268	62	33	0.1181
3KQY	525	268	62	33	0.1181
3HCB	525	268	62	33	0.1181
2ATH	542	271	64	35	0.1181
3KQP	525	268	62	33	0.1181
3KPW	525	268	62	33	0.1181
1CLL	144	144	17	18	0.1181
3HCF	525	268	62	33	0.1181
3KQT	525	268	62	33	0.1181
1F42	288	288	34	35	0.1181
2ONZ	525	268	62	33	0.1181
2G0G	542	271	64	35	0.1181
3GBK	542	271	64	35	0.1181
4DM3	525	268	62	33	0.1181
3KR0	525	268	62	33	0.1181
3KQQ	525	268	62	33	0.1181
3KPY	525	268	62	33	0.1181
2Y22	449	87	53	11	0.1180
1SK4	161	161	19	22	0.1180
3V30	161	161	19	20	0.1180
4EBB	873	445	103	54	0.1180
2AN5	526	268	62	33	0.1179
2G8N	526	268	62	33	0.1179
3QT0	263	263	31	34	0.1179
2OBF	526	269	62	33	0.1179
3K2U	212	212	25	28	0.1179
3HCA	526	268	62	33	0.1179
3GID	823	421	97	51	0.1179
2WA5	229	229	27	28	0.1179
4JGC	195	195	23	23	0.1179
2AN4	526	268	62	33	0.1179
4FNC	195	195	23	23	0.1179
1XDL	2197	331	259	45	0.1179
2G70	526	265	62	33	0.1179
1WPQ	696	348	82	43	0.1178
3V6M	1290	164	152	19	0.1178
2BEX	1181	591	139	73	0.1177
1K62	909	459	107	59	0.1177
2JYW	187	187	22	22	0.1176
2KEE	68	68	8	8	0.1176
1RTO	136	68	16	9	0.1176
2REY	85	85	10	10	0.1176
2WA7	221	221	26	27	0.1176
2KOL	68	68	8	8	0.1176
2VV3	476	247	56	33	0.1176
3OSI	476	252	56	33	0.1176
1HRJ	136	68	16	9	0.1176
2YTA	34	34	4	4	0.1176
1PZL	221	221	26	27	0.1176
2AN3	527	269	62	33	0.1176
2HFP	272	272	32	35	0.1176
2KEC	68	68	8	8	0.1176
2BCV	323	323	38	39	0.1176
1AOS	850	425	100	55	0.1176
2J7Z	136	68	16	8	0.1176
1F1J	408	284	48	33	0.1176
2KED	68	68	8	8	0.1176
1RTN	136	68	16	9	0.1176
1UV0	136	136	16	18	0.1176
4HPM	136	71	16	8	0.1176
3HCC	527	268	62	33	0.1176
4FQN	349	94	41	11	0.1175
1X0X	349	349	41	43	0.1175
3VZB	1004	356	118	45	0.1175
2IZZ	1362	275	160	34	0.1175
1ZEO	485	257	57	34	0.1175
1N7I	528	269	62	33	0.1174
1HNN	528	269	62	33	0.1174
1N7J	528	269	62	33	0.1174
3RCK	162	162	19	19	0.1173
4DSN	179	179	21	27	0.1173
3DY8	648	324	76	39	0.1173
3IR2	375	188	44	22	0.1173
3JSW	648	324	76	39	0.1173
3DYQ	648	324	76	39	0.1173
4DSO	179	179	21	27	0.1173
4E90	648	324	76	39	0.1173
1SAW	392	197	46	25	0.1173
4G2J	648	324	76	39	0.1173
3DYS	648	324	76	39	0.1173
4DST	179	179	21	27	0.1173
4G2L	648	324	76	39	0.1173
3DYL	648	324	76	39	0.1173
3JSI	648	324	76	39	0.1173
3DYN	648	324	76	39	0.1173
2RRF	128	128	15	16	0.1172
1ZUZ	145	145	17	18	0.1172
3EWT	145	145	17	18	0.1172
1XDM	2090	293	245	38	0.1172
2G71	529	268	62	33	0.1172
3EWV	145	145	17	18	0.1172
1Z8D	803	803	94	100	0.1171
2D85	111	111	13	13	0.1171
2Y92	111	111	13	13	0.1171
4IQM	299	299	35	36	0.1171
2OW2	205	103	24	12	0.1171
1SXE	94	94	11	11	0.1170
2W73	581	146	68	18	0.1170
1S8C	855	214	100	26	0.1170
1FCG	171	171	20	22	0.1170
1YZ3	530	267	62	33	0.1170
1YWH	1966	267	230	31	0.1170
3SWK	171	86	20	10	0.1170
2YY2	650	326	76	39	0.1169
1GBN	1206	402	141	49	0.1169
1CLU	154	154	18	23	0.1169
1I51	462	231	54	27	0.1169
3OIV	154	154	18	21	0.1169
3VJH	479	252	56	32	0.1169
2OQ1	248	248	29	32	0.1169
2CAN	1206	402	141	49	0.1169
1NTE	77	77	9	9	0.1169
1R6J	77	77	9	9	0.1169
2HDL	77	77	9	10	0.1169
3QI3	650	325	76	39	0.1169
1RVD	154	154	18	23	0.1169
3QI4	650	325	76	39	0.1169
1N45	428	214	50	26	0.1168
1OZL	428	214	50	26	0.1168
1OYL	428	214	50	26	0.1168
1XJZ	428	214	50	26	0.1168
1XK3	428	214	50	26	0.1168
1TWR	428	214	50	26	0.1168
3K4F	428	214	50	26	0.1168
1S13	428	214	50	26	0.1168
1XK0	428	214	50	26	0.1168
1NI6	865	224	101	27	0.1168
1N3U	428	214	50	26	0.1168
3F7Q	428	214	50	26	0.1168
2G72	531	267	62	33	0.1168
1XK1	428	214	50	26	0.1168
1TWN	428	214	50	26	0.1168
3CZY	428	214	50	26	0.1168
2V53	197	197	23	24	0.1168
3F7R	214	214	25	26	0.1168
1OZE	428	214	50	26	0.1168
1OYK	428	214	50	26	0.1168
2Y81	274	274	32	34	0.1168
1OZR	428	214	50	26	0.1168
1XK2	428	214	50	26	0.1168
1OZW	428	214	50	26	0.1168
3FO5	454	246	53	32	0.1167
1E21	120	120	14	14	0.1167
3GEY	540	145	63	19	0.1167
3ICH	180	180	21	22	0.1167
2D9W	120	120	14	14	0.1167
1HI7	120	60	14	8	0.1167
1PS2	60	60	7	8	0.1167
3ELO	120	120	14	17	0.1167
2P3W	180	96	21	12	0.1167
3TGM	429	215	50	26	0.1166
3UXG	163	163	19	20	0.1166
3N3Z	652	326	76	39	0.1166
4GH6	652	326	76	39	0.1166
4J6G	583	292	68	34	0.1166
2BO9	1046	523	122	63	0.1166
3HOK	429	215	50	26	0.1166
2HD1	652	326	76	39	0.1166
3CD3	326	326	38	39	0.1166
2GER	1373	275	160	34	0.1165
2GR9	1373	275	160	34	0.1165
1WWB	103	103	12	13	0.1165
2GRA	1373	275	160	34	0.1165
3GRW	206	206	24	24	0.1165
3V4J	369	185	43	22	0.1165
3K1R	266	266	31	31	0.1165
2PR3	275	275	32	34	0.1164
1NFW	275	275	32	34	0.1164
2VIG	2964	379	345	49	0.1164
2Q1J	275	275	32	34	0.1164
3RSL	146	146	17	20	0.1164
1YBW	464	232	54	30	0.1164
3TY0	550	275	64	35	0.1164
1F0R	275	275	32	34	0.1164
1EZQ	275	275	32	34	0.1164
2K61	146	146	17	18	0.1164
2LGF	146	146	17	18	0.1164
1F0S	275	275	32	34	0.1164
1YR5	146	146	17	18	0.1164
3PO9	481	252	56	33	0.1164
2F3Y	146	146	17	18	0.1164
2VAY	146	146	17	18	0.1164
4DZ0	172	172	20	22	0.1163
2X10	447	447	52	57	0.1163
2CIH	172	172	20	22	0.1163
2CHI	172	172	20	22	0.1163
3AJP	172	172	20	22	0.1163
4DYX	172	172	20	22	0.1163
2CN6	172	172	20	22	0.1163
3ERZ	2064	172	240	22	0.1163
2CLU	172	172	20	22	0.1163
1H9V	172	172	20	22	0.1163
1LI4	430	430	50	51	0.1163
2FHA	172	172	20	22	0.1163
3AJQ	172	172	20	22	0.1163
4DYY	172	172	20	22	0.1163
2CN7	172	172	20	22	0.1163
3ES3	172	172	20	22	0.1163
1Y1E	258	258	30	35	0.1163
4DYZ	172	172	20	22	0.1163
2IU2	172	172	20	22	0.1163
2Z6M	2064	172	240	22	0.1163
3AJO	172	172	20	22	0.1163
3MDC	301	301	35	35	0.1163
2CEI	172	172	20	22	0.1163
2Q8S	482	251	56	33	0.1162
3GFT	904	167	105	26	0.1162
1L9N	1308	654	152	84	0.1162
3ADU	499	274	58	35	0.1162
1NUD	1308	654	152	84	0.1162
2AEI	525	525	61	63	0.1162
1J9C	525	525	61	63	0.1162
3MBG	336	112	39	15	0.1161
2L31	112	112	13	13	0.1161
3UN9	827	284	96	39	0.1161
3NJ4	1722	431	200	51	0.1161
1IOZ	155	155	18	21	0.1161
2WYJ	267	267	31	33	0.1161
2G76	603	302	70	36	0.1161
3AP1	586	295	68	33	0.1160
2Y82	276	276	32	34	0.1159
3R59	164	164	19	19	0.1159
1XJ0	164	164	19	24	0.1159
2Y7Z	276	276	32	34	0.1159
3R56	164	164	19	19	0.1159
3RDB	164	164	19	19	0.1159
2BIT	164	164	19	19	0.1159
1APZ	604	302	70	36	0.1159
3R4G	164	164	19	19	0.1159
3RCL	164	164	19	19	0.1159
3RCI	164	164	19	19	0.1159
2Y80	276	276	32	34	0.1159
3R57	164	164	19	19	0.1159
3RDC	164	164	19	19	0.1159
2BIU	164	164	19	19	0.1159
1BMO	466	233	54	28	0.1159
2BO2	276	140	32	17	0.1159
3QYU	164	164	19	19	0.1159
3RCF	164	164	19	19	0.1159
3LAW	880	178	102	21	0.1159
3RD9	164	164	19	19	0.1159
3FE1	1139	380	132	46	0.1159
3RCG	164	164	19	19	0.1159
2Y7X	276	276	32	34	0.1159
3R54	164	164	19	19	0.1159
3RDA	164	164	19	19	0.1159
1APY	604	302	70	36	0.1159
3R49	164	164	19	19	0.1159
1T39	259	132	30	17	0.1158
2X4D	449	269	52	34	0.1158
4HQU	95	95	11	11	0.1158
4HQX	95	95	11	11	0.1158
2IFG	899	450	104	55	0.1157
3KBU	553	292	64	37	0.1157
1QG3	389	195	45	24	0.1157
1F13	1435	720	166	85	0.1157
3KBT	545	284	63	36	0.1156
1NB9	147	147	17	19	0.1156
2W2O	346	346	40	41	0.1156
2K0J	147	147	17	18	0.1156
1GGU	1376	700	159	85	0.1156
1NB0	147	147	17	19	0.1156
4DSU	173	173	20	24	0.1156
1P4M	147	147	17	19	0.1156
1NUF	658	658	76	84	0.1155
4ITH	459	264	53	31	0.1155
1FDS	277	277	32	33	0.1155
2OVZ	208	106	24	12	0.1154
2V14	130	130	15	16	0.1154
1GKD	208	106	24	12	0.1154
2OW0	208	106	24	12	0.1154
3BYA	130	130	15	16	0.1154
1WAQ	104	104	12	13	0.1154
1W0T	104	52	12	6	0.1154
1EX0	1395	711	161	85	0.1154
2GTG	78	78	9	10	0.1154
2OW1	208	106	24	12	0.1154
2VXD	52	52	6	6	0.1154
2XR6	130	130	15	15	0.1154
1ONQ	745	373	86	47	0.1154
4KGQ	589	297	68	34	0.1154
3AP2	590	297	68	33	0.1153
3F7P	590	204	68	24	0.1153
2W2Q	347	347	40	41	0.1153
1L9M	1328	671	153	85	0.1152
1W73	1033	278	119	33	0.1152
2L81	165	165	19	20	0.1152
1XCM	165	165	19	24	0.1152
1NUB	434	217	50	26	0.1152
1W8D	1033	278	119	33	0.1152
2IF1	113	113	13	13	0.1150
2LNW	113	113	13	13	0.1150
2LNX	113	113	13	13	0.1150
4DOM	113	113	13	13	0.1150
3NOI	226	113	26	14	0.1150
2COE	113	113	13	13	0.1150
1EVU	1384	708	159	85	0.1149
2LV6	148	148	17	18	0.1149
2KNE	148	148	17	18	0.1149
4AOW	888	299	102	37	0.1149
2JZI	148	148	17	18	0.1149
2L53	148	148	17	18	0.1149
2LL6	148	148	17	18	0.1149
3IDV	235	235	27	26	0.1149
1Q9S	148	148	17	19	0.1149
3CDZ	1158	1060	133	130	0.1149
1KB2	174	123	20	13	0.1149
3CGA	174	87	20	11	0.1149
2LL7	148	148	17	18	0.1149
2K0E	148	148	17	18	0.1149
1GKC	209	106	24	12	0.1148
2Q3Z	627	627	72	74	0.1148
1NUG	1324	668	152	84	0.1148
2UWO	270	270	31	33	0.1148
2J4I	270	270	31	33	0.1148
3PNC	305	305	35	35	0.1148
4DN4	61	61	7	7	0.1148
4IGD	392	392	45	47	0.1148
3AZ3	183	183	21	23	0.1148
3VA2	523	416	60	53	0.1147
4J37	279	279	32	34	0.1147
3LY6	2040	680	234	80	0.1147
1TDH	279	279	32	34	0.1147
2Q6R	462	250	53	32	0.1147
2VV1	462	244	53	31	0.1147
1TDI	436	218	50	26	0.1147
1CDZ	96	96	11	12	0.1146
2O93	855	287	98	36	0.1146
2KBO	192	192	22	22	0.1146
2KM6	96	96	11	11	0.1146
3HY4	192	192	22	22	0.1146
2OCT	192	97	22	11	0.1146
2DBG	96	96	11	11	0.1146
2Z6O	166	166	19	20	0.1145
2NYT	716	184	82	23	0.1145
2AIK	262	262	30	35	0.1145
2AFT	262	262	30	35	0.1145
2XR5	131	131	15	15	0.1145
2HIB	262	262	30	35	0.1145
1KV3	3774	629	432	73	0.1145
2VOM	978	246	112	30	0.1145
3ORH	908	230	104	29	0.1145
3K7E	690	185	79	21	0.1145
2AII	262	262	30	35	0.1145
3FL7	463	463	53	59	0.1145
1T38	131	131	15	17	0.1145
2HI8	262	262	30	35	0.1145
2AIJ	262	262	30	35	0.1145
1Q1Q	271	271	31	33	0.1144
3MOP	1416	302	162	37	0.1144
2VH6	271	269	31	33	0.1144
2GCG	1294	324	148	41	0.1144
1PZU	1626	271	186	34	0.1144
3A1F	140	140	16	17	0.1143
3BLJ	280	145	32	19	0.1143
2LPN	105	105	12	12	0.1143
3MQP	175	175	20	21	0.1143
3G43	516	148	59	18	0.1143
2BHK	105	105	12	13	0.1143
1DOL	70	70	8	8	0.1143
2JJT	455	228	52	34	0.1143
4HOU	446	254	51	31	0.1143
1GGY	1374	693	157	82	0.1143
2OCL	254	254	29	33	0.1142
2OCI	254	254	29	33	0.1142
3QT2	1051	421	120	54	0.1142
4DA1	254	254	29	30	0.1142
2OCK	254	254	29	33	0.1142
2VCV	3504	219	400	26	0.1142
2OCG	254	254	29	33	0.1142
2JK2	491	246	56	30	0.1141
4DJC	149	149	17	18	0.1141
4JHN	1437	363	164	47	0.1141
2C4F	526	526	60	62	0.1141
2YRB	149	149	17	18	0.1141
3NSI	193	97	22	11	0.1140
2PFG	272	272	31	32	0.1140
1XZ0	737	369	84	46	0.1140
2W2M	351	351	40	41	0.1140
1PLL	158	158	18	21	0.1139
4ITI	509	275	58	33	0.1139
1WH3	79	79	9	9	0.1139
2I83	158	158	18	30	0.1139
2XM8	237	237	27	30	0.1139
2CDZ	281	281	32	37	0.1139
4EDL	764	129	87	17	0.1139
2K07	167	167	19	20	0.1138
1G2L	290	290	33	35	0.1138
1NYX	492	259	56	33	0.1138
4BR1	457	246	52	30	0.1138
2ZP0	519	519	59	61	0.1137
2ZWL	519	519	59	61	0.1137
1WSS	519	519	59	61	0.1137
1WQV	519	519	59	61	0.1137
1WV7	519	519	59	61	0.1137
1WTG	519	519	59	61	0.1137
2ZZU	519	519	59	61	0.1137
1WUN	519	519	59	61	0.1137
4ITS	273	273	31	33	0.1136
2BEC	176	176	20	20	0.1136
2R7E	1294	1176	147	144	0.1136
2W3K	273	273	31	33	0.1136
2XDG	176	88	20	10	0.1136
3T6A	1232	308	140	37	0.1136
1QRK	1373	705	156	84	0.1136
2EJ4	88	88	10	11	0.1136
2IT5	132	132	15	15	0.1136
2XTJ	308	308	35	37	0.1136
2KUM	88	88	10	10	0.1136
2IT6	132	132	15	15	0.1136
4FXO	748	205	85	22	0.1136
2W3I	273	273	31	33	0.1136
2HJW	467	467	53	54	0.1135
1Q1Z	282	282	32	34	0.1135
1OWR	1128	282	128	35	0.1135
2C5D	1110	555	126	68	0.1135
1OPL	802	451	91	54	0.1135
3GLK	423	423	48	49	0.1135
2EC9	529	529	60	62	0.1134
3PFW	670	335	76	39	0.1134
1DAN	529	529	60	62	0.1134
3L5X	97	97	11	11	0.1134
3HY3	194	194	22	22	0.1134
2KEM	194	194	22	22	0.1134
3H9E	670	335	76	39	0.1134
3APN	476	476	54	57	0.1134
2NMM	291	105	33	14	0.1134
2L8R	150	150	17	18	0.1133
2F29	724	362	82	47	0.1133
1M61	256	256	29	32	0.1133
1FIE	1403	713	159	84	0.1133
4F0E	556	145	63	19	0.1133
1POZ	159	159	18	30	0.1132
1WD8	468	468	53	56	0.1132
4BDV	1078	990	122	119	0.1132
1X41	53	53	6	6	0.1132
1BA5	53	53	6	6	0.1132
3APM	468	468	53	56	0.1132
2OVX	212	106	24	12	0.1132
2J94	274	274	31	33	0.1131
3BHM	274	274	31	32	0.1131
2BQ6	274	274	31	33	0.1131
2BMG	274	274	31	33	0.1131
2BQ7	274	274	31	33	0.1131
2W26	274	274	31	33	0.1131
1W6U	1105	286	125	34	0.1131
1NFU	274	274	31	33	0.1131
2BQW	274	274	31	33	0.1131
2VH0	274	274	31	33	0.1131
2UWL	274	274	31	33	0.1131
2J38	274	274	31	33	0.1131
2W2N	345	345	39	40	0.1130
2POB	469	244	53	32	0.1130
2X1V	115	115	13	16	0.1130
2VV4	469	243	53	31	0.1130
3U2L	115	115	13	15	0.1130
2WVR	301	232	34	34	0.1130
2CN8	230	230	26	29	0.1130
3U2M	115	115	13	15	0.1130
1HTI	496	248	56	30	0.1129
3MHD	124	124	14	14	0.1129
1WYI	496	248	56	30	0.1129
2F6Q	691	245	78	30	0.1129
4EDM	257	130	29	17	0.1128
2R0N	390	390	44	46	0.1128
1SIQ	390	390	44	46	0.1128
1SKX	195	195	22	22	0.1128
3JRX	470	470	53	54	0.1128
1SIR	390	390	44	46	0.1128
3DDT	133	45	15	7	0.1128
2R0M	390	390	44	46	0.1128
1G2S	71	71	8	8	0.1127
3K72	2714	1359	306	161	0.1127
3BHJ	275	275	31	32	0.1127
1MQ6	275	275	31	33	0.1127
1LPK	275	275	31	33	0.1127
1DOK	142	71	16	8	0.1127
2DNT	71	71	8	8	0.1127
1NFX	275	275	31	33	0.1127
1G2T	71	71	8	8	0.1127
2PHB	275	275	31	33	0.1127
1LPG	275	275	31	33	0.1127
2J95	275	275	31	33	0.1127
2P3U	275	275	31	33	0.1127
1EVS	142	142	16	17	0.1127
1NFY	275	275	31	33	0.1127
2J0I	284	284	32	37	0.1127
2UWP	275	275	31	33	0.1127
2W2P	346	346	39	40	0.1127
2J34	275	275	31	33	0.1127
1LPZ	275	275	31	33	0.1127
3BHI	275	275	31	32	0.1127
4G31	71	71	8	8	0.1127
1IAQ	408	146	46	22	0.1127
1KSN	275	275	31	33	0.1127
1MQ5	275	275	31	33	0.1127
1LQD	275	275	31	33	0.1127
2CJI	275	275	31	33	0.1127
4A7I	275	275	31	33	0.1127
1WMA	275	275	31	32	0.1127
3TH2	533	533	60	62	0.1126
2NXB	231	121	26	15	0.1126
2LGR	151	151	17	18	0.1126
1L8L	444	222	50	26	0.1126
2WA6	222	222	25	26	0.1126
1L8O	444	222	50	26	0.1126
3HHC	515	157	58	21	0.1126
2WDP	773	199	87	22	0.1125
1SNT	329	329	37	42	0.1125
3LQG	311	311	35	37	0.1125
3FUR	240	240	27	30	0.1125
2Z7F	240	240	27	29	0.1125
1RMJ	80	80	9	9	0.1125
